accountage,monthlycharges,totalcharges,subscriptiontype,paymentmethod,paperlessbilling,contenttype,multideviceaccess,deviceregistered,viewinghoursperweek,averageviewingduration,contentdownloadspermonth,genrepreference,userrating,supportticketspermonth,gender,watchlistsize,parentalcontrol,subtitlesenabled,churn
59,19.17661205,1131.420111,Basic,Bank transfer,No,TV Shows,No,Tablet,22.8126642,54.81764917,27,Fantasy,2.075706963,0,Male,1,Yes,No,0
108,9.227974902,996.6212894,Basic,Mailed check,No,TV Shows,Yes,TV,24.36614378,91.16668188,23,Fantasy,2.15476415,4,Female,19,Yes,Yes,0
28,10.73657785,300.6241798,Standard,Credit card,No,Movies,Yes,Computer,35.5941543,121.3085868,1,Sci-Fi,3.521328375,2,Male,14,Yes,No,0
61,16.95146948,1034.039638,Basic,Bank transfer,Yes,TV Shows,Yes,Computer,11.35997668,164.2863739,38,Sci-Fi,3.619367878,1,Female,10,Yes,No,0
45,14.23110447,640.3997009,Premium,Bank transfer,No,Movies,Yes,TV,23.5270651,114.6079832,38,Fantasy,2.030846004,6,Male,20,No,Yes,1
10,15.24606954,152.4606954,Standard,Mailed check,No,Movies,Yes,TV,29.97030302,128.3522593,47,Fantasy,2.158745341,1,Female,8,No,No,0
74,17.33537246,1282.817562,Premium,Bank transfer,Yes,Movies,No,Computer,35.10292239,156.8452116,11,Comedy,1.46186986,8,Male,12,No,No,0
66,6.733238472,444.3937391,Basic,Credit card,No,Movies,Yes,TV,34.01648913,70.62331125,2,Comedy,3.725991341,3,Male,11,No,No,1
116,18.5226128,2148.623084,Basic,Mailed check,Yes,Movies,Yes,Computer,17.00567608,113.3828974,42,Comedy,3.342726022,4,Male,4,Yes,No,0
61,19.50235118,1189.643422,Standard,Mailed check,No,Both,No,Mobile,10.25319211,129.9489259,7,Comedy,1.55258497,8,Female,21,No,No,1
99,13.30661206,1317.354594,Basic,Credit card,No,Movies,No,Computer,6.271599119,127.580894,17,Sci-Fi,1.396293354,1,Female,23,No,No,0
39,8.493384643,331.2420011,Standard,Bank transfer,Yes,TV Shows,No,Tablet,22.8595394,118.75172,43,Sci-Fi,2.747395228,2,Female,12,Yes,No,0
12,10.85616674,130.2740009,Basic,Bank transfer,Yes,Both,Yes,Computer,17.16539182,63.21520794,19,Drama,2.661264241,2,Female,14,No,Yes,0
90,12.6249075,1136.241675,Premium,Mailed check,No,Both,No,TV,30.93970303,110.9225526,32,Action,4.188312116,7,Male,10,Yes,Yes,0
91,11.28602626,1027.028389,Standard,Bank transfer,No,Movies,Yes,Computer,38.26051808,176.2810221,8,Comedy,4.003908761,1,Female,8,Yes,Yes,0
114,14.2135896,1620.349215,Standard,Electronic check,No,Both,No,TV,17.06871527,111.041229,23,Drama,2.130834182,3,Female,12,No,No,0
17,10.90239207,185.3406651,Standard,Electronic check,Yes,TV Shows,No,Mobile,25.27429364,148.8662346,25,Drama,1.854174423,9,Male,4,No,Yes,0
99,16.53862689,1637.324062,Premium,Electronic check,No,Both,No,Mobile,5.749174377,65.93255375,14,Comedy,2.852139523,7,Male,17,No,No,1
66,19.17561246,1265.590422,Standard,Electronic check,No,Both,Yes,Computer,22.63282051,129.6173054,11,Action,4.402094818,4,Male,19,Yes,Yes,0
5,6.880581939,34.40290969,Basic,Electronic check,No,TV Shows,Yes,Computer,39.86111665,37.97593683,45,Action,3.692409589,4,Female,14,Yes,Yes,1
42,17.64260946,740.9895973,Standard,Mailed check,Yes,Movies,No,TV,19.94508068,41.86615534,9,Drama,2.145195759,4,Female,17,No,Yes,0
13,6.230999331,81.0029913,Basic,Mailed check,No,Movies,Yes,TV,20.66058202,29.70013809,13,Drama,4.664236654,6,Female,6,No,Yes,1
114,18.55919061,2115.74773,Premium,Bank transfer,Yes,TV Shows,No,Computer,19.11654534,7.213009581,15,Drama,4.562571959,9,Female,24,No,No,0
96,13.01678047,1249.610925,Premium,Electronic check,Yes,Movies,Yes,Computer,34.99185732,79.84354344,7,Drama,3.865610787,6,Male,6,No,Yes,0
64,17.2935345,1106.786208,Standard,Mailed check,No,TV Shows,Yes,Computer,27.76656655,170.6338037,34,Drama,4.866630895,2,Male,0,No,Yes,0
25,14.27716605,356.9291512,Basic,Credit card,Yes,TV Shows,Yes,Tablet,25.32507647,126.1470121,26,Action,2.936433287,4,Female,7,Yes,Yes,0
104,13.59994251,1414.394021,Premium,Electronic check,Yes,Movies,No,Mobile,33.87259298,124.5148952,32,Fantasy,2.464854466,4,Male,20,No,No,0
92,5.803619371,533.9329822,Premium,Electronic check,Yes,Movies,Yes,Mobile,31.88298304,18.90780659,20,Comedy,1.293804616,3,Female,12,Yes,Yes,0
9,6.551702043,58.96531839,Standard,Mailed check,Yes,Both,Yes,TV,28.50732253,39.7155951,10,Action,4.790707671,4,Male,19,Yes,Yes,0
25,6.620329585,165.5082396,Basic,Bank transfer,No,TV Shows,No,Computer,22.63000427,51.38954591,42,Action,4.892515863,4,Female,16,Yes,No,0
35,17.42845593,609.9959575,Premium,Mailed check,Yes,TV Shows,No,Computer,2.297821284,109.9465979,8,Comedy,2.652089652,1,Female,9,No,No,1
78,5.865227298,457.4877293,Basic,Credit card,Yes,Both,Yes,Computer,8.161143465,109.233733,15,Action,4.80953028,2,Male,13,No,Yes,0
35,17.89477287,626.3170504,Premium,Credit card,Yes,Both,Yes,Tablet,28.00053069,100.3822315,23,Drama,1.2027013,1,Male,13,Yes,Yes,0
99,7.310703419,723.7596385,Premium,Mailed check,No,TV Shows,No,Mobile,34.94628132,127.0784062,41,Sci-Fi,2.531975861,9,Female,12,Yes,Yes,0
50,5.639090669,281.9545334,Standard,Credit card,Yes,Both,No,Tablet,7.943907261,112.2365855,19,Drama,3.525599215,3,Male,17,No,Yes,0
29,11.1052464,322.0521455,Basic,Mailed check,Yes,TV Shows,No,Computer,33.81360943,92.99674902,47,Fantasy,4.038396643,1,Male,3,No,Yes,0
43,13.88029469,596.8526718,Standard,Mailed check,No,Movies,No,Tablet,10.63770562,5.709768222,41,Sci-Fi,2.447188892,0,Female,10,Yes,Yes,0
21,8.989204504,188.7732946,Standard,Credit card,Yes,Movies,No,Tablet,9.271553534,44.55718616,10,Fantasy,2.329027224,5,Female,4,Yes,Yes,1
32,13.08859844,418.83515,Premium,Mailed check,Yes,TV Shows,No,TV,8.885670948,127.8560234,20,Sci-Fi,3.998028873,7,Male,6,Yes,No,0
17,13.25062137,225.2605632,Premium,Mailed check,No,TV Shows,No,Tablet,9.72526755,6.821040554,14,Comedy,2.693557089,7,Female,9,No,No,1
25,9.65216128,241.304032,Premium,Bank transfer,No,Movies,Yes,Computer,24.45799123,47.64382309,7,Sci-Fi,1.094317684,4,Male,3,No,Yes,0
51,18.62473108,949.8612851,Premium,Credit card,No,Movies,No,TV,8.984400626,56.51254913,2,Sci-Fi,4.668549183,7,Female,22,Yes,No,1
59,9.942694654,586.6189846,Basic,Electronic check,No,Movies,No,Tablet,21.04587977,35.4525153,27,Action,1.017023916,9,Male,17,No,Yes,1
70,10.04626404,703.2384826,Premium,Electronic check,Yes,Both,Yes,Computer,5.503107605,168.7753341,24,Fantasy,2.961086067,9,Female,24,Yes,Yes,0
92,10.46124721,962.4347433,Basic,Mailed check,No,Movies,Yes,Tablet,18.73764922,162.3144595,34,Action,1.994138719,1,Male,24,No,Yes,0
41,18.14406903,743.9068304,Basic,Electronic check,Yes,TV Shows,Yes,Tablet,12.40071959,77.25861827,16,Fantasy,4.777356932,2,Female,12,No,No,1
51,18.19630456,928.0115327,Premium,Electronic check,No,Movies,No,Mobile,9.372387832,122.8558534,38,Fantasy,3.898198433,1,Male,5,Yes,Yes,1
58,5.347036137,310.1280959,Premium,Credit card,No,TV Shows,No,Computer,35.33240267,92.24254019,39,Sci-Fi,2.96162242,0,Female,6,Yes,Yes,0
78,10.73473857,837.3096086,Basic,Mailed check,Yes,TV Shows,No,Computer,38.87711562,21.32846099,22,Comedy,2.001387638,1,Male,9,No,No,0
71,13.91085476,987.6706882,Premium,Mailed check,Yes,Both,Yes,TV,31.57950749,144.1011064,4,Action,3.594020043,3,Male,16,No,Yes,0
64,14.44583297,924.5333104,Premium,Bank transfer,Yes,Movies,Yes,Tablet,37.05237871,29.53463749,48,Fantasy,4.373729798,0,Male,14,No,No,0
96,7.486021204,718.6580356,Standard,Credit card,No,Both,Yes,Tablet,28.04127475,166.854482,49,Action,3.777048195,4,Female,11,Yes,No,0
73,12.82229467,936.0275108,Premium,Bank transfer,No,TV Shows,No,TV,32.03165354,133.7806422,43,Comedy,1.833714416,0,Female,8,No,Yes,0
98,14.91049562,1461.228571,Standard,Mailed check,No,Movies,No,Computer,27.31302091,87.78056434,19,Action,3.827480979,5,Female,20,No,Yes,0
36,15.49280631,557.7410273,Standard,Electronic check,Yes,Movies,No,Computer,13.0490609,152.3158668,11,Sci-Fi,3.756177181,2,Male,16,Yes,No,0
23,11.10198122,255.345568,Standard,Credit card,Yes,TV Shows,No,Mobile,22.81482963,68.50878344,28,Comedy,2.771995367,3,Female,24,Yes,No,0
69,5.382528279,371.3944513,Premium,Electronic check,No,TV Shows,Yes,TV,7.872160492,128.9473794,35,Fantasy,1.001919054,0,Male,12,Yes,Yes,0
44,17.65874883,776.9849486,Standard,Electronic check,Yes,Both,No,TV,4.068761403,159.2114168,20,Fantasy,2.255100231,4,Male,17,Yes,Yes,0
102,8.553221595,872.4286027,Basic,Electronic check,Yes,TV Shows,No,Computer,7.062843449,153.8611455,5,Fantasy,3.466950626,0,Female,9,No,No,0
94,5.139523172,483.1151781,Basic,Bank transfer,Yes,TV Shows,Yes,Tablet,26.24400095,25.04290288,22,Drama,4.611231345,9,Female,4,No,Yes,0
72,18.33753401,1320.302449,Standard,Mailed check,No,Both,No,TV,34.52763162,11.81525269,42,Sci-Fi,1.104585063,7,Female,3,No,Yes,0
34,15.93765466,541.8802585,Premium,Credit card,No,Movies,No,Tablet,1.204805202,117.3840737,32,Sci-Fi,2.837213089,8,Female,1,No,No,0
67,8.444032594,565.7501838,Premium,Mailed check,Yes,Both,No,Tablet,17.10565921,7.059108416,23,Action,4.66931923,3,Female,7,No,Yes,0
59,13.84398475,816.7951001,Basic,Mailed check,No,Movies,Yes,Computer,17.19302792,52.53092017,31,Fantasy,2.645313744,0,Male,17,No,No,0
2,10.8513983,21.7027966,Premium,Bank transfer,No,TV Shows,Yes,Computer,36.41014161,168.2242466,13,Sci-Fi,2.187421158,5,Male,18,Yes,No,0
2,10.22604413,20.45208826,Basic,Bank transfer,Yes,TV Shows,Yes,Mobile,17.98061622,59.27565679,18,Sci-Fi,2.657265225,1,Male,14,No,No,1
11,10.14613441,111.6074785,Premium,Mailed check,No,Movies,Yes,TV,38.07033447,9.359111029,14,Fantasy,3.345021588,7,Male,15,No,No,0
81,10.74082519,870.0068402,Basic,Mailed check,No,TV Shows,No,TV,33.00781155,121.5444131,20,Drama,4.079441336,9,Male,23,Yes,Yes,0
78,7.756209666,604.984354,Basic,Electronic check,No,Both,Yes,Computer,3.784160353,66.44196305,8,Action,1.164072052,2,Male,0,Yes,Yes,0
37,6.163682262,228.0562437,Premium,Electronic check,Yes,Movies,Yes,Mobile,7.161319262,12.39477651,7,Action,4.105984051,4,Female,5,No,No,0
117,10.76364866,1259.346894,Standard,Credit card,No,TV Shows,Yes,TV,21.71619577,108.2022754,4,Drama,2.637322874,3,Male,5,Yes,Yes,0
57,15.10674699,861.0845783,Basic,Mailed check,No,TV Shows,No,Computer,15.94016111,112.4570087,8,Action,1.179460687,9,Male,11,Yes,Yes,0
104,6.474584303,673.3567675,Standard,Mailed check,Yes,Both,No,Mobile,12.8970746,32.73755932,14,Action,4.951638967,4,Male,6,No,Yes,0
93,19.57626026,1820.592204,Premium,Bank transfer,Yes,Movies,Yes,Tablet,11.42208834,115.7903279,23,Sci-Fi,3.783711735,5,Male,13,Yes,Yes,0
102,12.26376522,1250.904053,Basic,Mailed check,No,Movies,Yes,Computer,11.97183821,48.31414305,23,Drama,1.94098377,7,Male,7,Yes,Yes,0
118,11.63975266,1373.490814,Standard,Electronic check,Yes,Both,No,TV,33.7867568,147.8907121,33,Fantasy,3.904397294,3,Female,14,Yes,No,0
56,13.8520441,775.7144698,Standard,Electronic check,Yes,TV Shows,Yes,Computer,10.14724245,147.302176,10,Sci-Fi,1.212032719,7,Male,17,No,Yes,1
10,12.89871133,128.9871133,Premium,Mailed check,No,Both,Yes,Mobile,34.95857771,57.59888792,32,Fantasy,2.99194885,4,Male,13,No,Yes,1
66,19.9354665,1315.740789,Basic,Mailed check,Yes,TV Shows,Yes,Tablet,27.88478767,38.53376252,49,Sci-Fi,4.904752637,8,Male,21,No,No,0
77,12.79903217,985.5254774,Premium,Mailed check,Yes,Both,Yes,TV,26.85020051,174.4007765,44,Comedy,4.237673001,0,Female,4,No,No,0
85,16.3843684,1392.671314,Standard,Mailed check,Yes,Movies,No,TV,22.56277874,129.4086106,33,Sci-Fi,3.06388677,2,Male,17,No,Yes,0
81,9.713036952,786.7559931,Premium,Credit card,No,TV Shows,Yes,Mobile,33.24120971,22.17057473,37,Fantasy,4.074099696,5,Female,9,Yes,No,0
37,8.692035121,321.6052995,Premium,Credit card,No,Movies,No,Computer,9.984965516,155.78067,1,Action,3.071197658,0,Male,23,Yes,No,0
54,5.621512596,303.5616802,Standard,Mailed check,No,Movies,No,Tablet,12.64115583,114.2540145,1,Action,2.502930134,3,Female,23,No,No,0
63,15.68612518,988.2258863,Basic,Electronic check,No,Both,Yes,TV,5.218231915,153.2143169,28,Sci-Fi,2.161295317,1,Female,11,Yes,Yes,0
1,7.785555344,7.785555344,Standard,Electronic check,No,TV Shows,No,Mobile,5.888236959,133.8940956,29,Comedy,1.733432244,2,Female,8,Yes,No,0
59,6.974629211,411.5031235,Premium,Bank transfer,No,Both,No,Tablet,1.859089337,168.2761199,42,Fantasy,2.000247219,7,Female,21,No,No,0
90,8.513395557,766.2056002,Standard,Bank transfer,Yes,TV Shows,No,Computer,8.963059373,161.1234,17,Sci-Fi,3.249593851,6,Male,14,No,No,0
17,11.52839484,195.9827123,Premium,Mailed check,Yes,Movies,No,Tablet,10.08897221,119.7932162,34,Sci-Fi,1.44587832,1,Female,7,Yes,Yes,0
52,5.087313162,264.5402844,Standard,Credit card,No,Both,No,TV,30.19995772,43.70905594,23,Action,4.415003451,2,Female,24,No,No,0
18,15.64060566,281.530902,Premium,Electronic check,No,TV Shows,No,Tablet,13.34278062,157.5179417,36,Sci-Fi,3.853423053,9,Female,1,No,No,0
90,16.15389197,1453.850278,Basic,Bank transfer,Yes,Movies,Yes,Mobile,35.66502323,21.35733998,23,Action,2.535441108,7,Female,16,Yes,Yes,0
57,18.21757005,1038.401493,Premium,Electronic check,Yes,Both,No,Computer,18.10892948,67.07049007,3,Fantasy,4.9046209,0,Female,5,Yes,No,1
95,5.753533683,546.5856999,Basic,Mailed check,No,Movies,No,Computer,36.27147722,84.08805486,42,Action,4.303412202,1,Male,22,Yes,Yes,0
66,13.87818105,915.9599492,Standard,Credit card,No,TV Shows,No,TV,11.52282043,84.99808903,30,Drama,2.957873831,0,Male,7,Yes,No,0
14,7.969210909,111.5689527,Premium,Bank transfer,Yes,Both,Yes,Computer,3.251119999,15.53514151,15,Comedy,2.21026219,7,Male,14,No,No,1
23,7.691436112,176.9030306,Premium,Credit card,No,Both,No,Mobile,30.45707338,161.3860051,19,Comedy,4.165853255,8,Male,19,No,Yes,0
97,5.236529224,507.9433347,Standard,Electronic check,Yes,Both,Yes,Computer,30.32161449,169.0024032,12,Fantasy,2.022459014,3,Male,17,Yes,No,0
44,11.84410594,521.1406615,Standard,Bank transfer,No,TV Shows,No,TV,24.45274146,101.0649977,36,Drama,1.941657843,8,Male,11,No,Yes,1
64,12.59861982,806.3116684,Standard,Mailed check,Yes,Both,No,Tablet,17.98595379,83.0458967,33,Action,2.453253855,4,Female,6,No,Yes,0
27,15.17861984,409.8227357,Basic,Electronic check,No,TV Shows,No,Computer,22.79051443,170.8913321,31,Drama,3.576563516,3,Male,15,Yes,Yes,0
32,11.62856808,372.1141787,Standard,Credit card,Yes,Movies,Yes,Tablet,10.02323197,86.7331636,28,Comedy,1.123548907,0,Female,12,Yes,No,0
57,10.9107706,621.9139241,Basic,Credit card,No,TV Shows,Yes,Mobile,37.24148026,107.9744872,15,Sci-Fi,4.554974082,0,Female,23,Yes,No,0
86,7.094561445,610.1322843,Premium,Bank transfer,Yes,Both,No,Tablet,2.335276024,71.91764698,37,Comedy,3.928666101,5,Female,4,Yes,No,0
28,16.7431071,468.8069988,Basic,Mailed check,No,TV Shows,No,Mobile,36.47121526,8.305030134,11,Fantasy,3.741984542,0,Male,23,No,No,1
20,17.34302063,346.8604125,Premium,Mailed check,No,Movies,No,Mobile,8.18760657,38.29463942,34,Comedy,3.15824825,1,Female,11,No,No,1
87,11.40996076,992.6665864,Premium,Mailed check,No,Movies,No,Tablet,13.70560759,113.6006629,8,Comedy,3.778060173,9,Male,24,Yes,Yes,0
6,12.29220957,73.7532574,Standard,Credit card,Yes,Movies,Yes,Tablet,33.66635891,110.6890248,47,Sci-Fi,2.772103143,2,Female,1,No,Yes,0
101,5.522397047,557.7621018,Premium,Mailed check,No,Movies,No,Tablet,12.41393757,68.47782207,39,Drama,3.985591767,6,Male,0,No,Yes,0
110,6.579094738,723.7004212,Basic,Mailed check,No,TV Shows,No,TV,17.74219716,133.0344922,33,Drama,3.884681214,0,Female,24,Yes,No,0
75,16.2563725,1219.227938,Premium,Bank transfer,Yes,Movies,Yes,Tablet,30.03993748,84.92973196,48,Fantasy,1.152105482,1,Male,4,No,No,0
2,10.74989332,21.49978664,Standard,Credit card,Yes,Both,No,Tablet,16.74455388,42.63918601,8,Action,4.818592912,6,Female,5,No,No,1
79,16.68464333,1318.086823,Premium,Credit card,Yes,TV Shows,Yes,Mobile,15.3054161,149.6854321,13,Drama,2.645591682,7,Female,24,No,No,0
45,11.70693665,526.8121491,Standard,Credit card,No,Both,Yes,TV,4.757529861,176.8784921,8,Drama,1.986013055,3,Male,18,Yes,No,0
1,10.72299692,10.72299692,Standard,Mailed check,No,Movies,No,TV,16.83753304,165.3804002,34,Action,2.740866812,9,Male,10,Yes,No,1
97,18.88042236,1831.400969,Premium,Mailed check,No,Movies,Yes,Computer,36.06777507,176.2738294,40,Drama,2.965555508,2,Male,23,No,No,0
116,15.29771546,1774.534993,Standard,Mailed check,No,TV Shows,Yes,Computer,28.63491454,84.44224083,46,Action,3.599941929,5,Male,11,No,Yes,0
69,5.287913565,364.866036,Premium,Mailed check,Yes,Movies,No,Mobile,34.79041637,152.3853511,0,Fantasy,3.380535843,7,Female,21,No,No,0
22,13.45850038,296.0870084,Premium,Credit card,No,TV Shows,Yes,Mobile,36.6642624,65.09215555,21,Sci-Fi,4.818331146,8,Male,17,Yes,No,0
89,16.05265873,1428.686627,Standard,Mailed check,No,TV Shows,No,Tablet,32.5595385,42.09612543,12,Sci-Fi,3.346762399,5,Female,5,Yes,No,0
71,6.746143833,478.9762122,Basic,Electronic check,No,Movies,Yes,TV,27.5947878,79.08648192,2,Comedy,4.629478349,5,Male,3,No,Yes,0
101,12.63984507,1276.624352,Premium,Credit card,Yes,TV Shows,Yes,Computer,15.70413856,77.46296426,16,Comedy,1.884054662,2,Male,23,No,Yes,0
43,7.667305495,329.6941363,Standard,Mailed check,Yes,TV Shows,Yes,TV,34.62450203,172.0637917,1,Sci-Fi,3.594682369,4,Female,8,Yes,Yes,0
19,7.568977696,143.8105762,Basic,Bank transfer,Yes,TV Shows,Yes,Computer,9.01981369,7.093307249,28,Comedy,3.773876149,7,Male,16,Yes,Yes,0
85,14.96875795,1272.344426,Premium,Bank transfer,No,TV Shows,No,TV,27.40185467,21.8175521,18,Comedy,2.634057158,1,Male,17,Yes,No,0
117,14.81234453,1733.04431,Standard,Bank transfer,Yes,TV Shows,No,Tablet,38.43927056,6.256841805,45,Action,2.118438737,1,Male,5,No,Yes,0
118,19.30929623,2278.496955,Premium,Credit card,Yes,Both,Yes,TV,39.525447,148.4298668,38,Drama,3.847175739,6,Female,8,No,No,0
42,7.713653062,323.9734286,Standard,Bank transfer,Yes,Movies,No,TV,13.51645116,75.38204243,24,Action,3.595025332,8,Male,0,No,No,0
82,14.09860255,1156.085409,Standard,Electronic check,Yes,TV Shows,No,Tablet,25.32460824,7.1043622,47,Comedy,4.036931023,2,Female,7,No,Yes,0
73,7.635117121,557.3635498,Premium,Credit card,No,Movies,Yes,Computer,3.357549608,178.7101178,44,Sci-Fi,3.748319641,9,Female,1,No,No,0
82,18.28242123,1499.158541,Premium,Credit card,Yes,Both,Yes,Computer,24.29819791,136.8086793,34,Comedy,1.919893887,7,Male,14,No,Yes,0
87,18.36259203,1597.545506,Basic,Bank transfer,No,Both,Yes,TV,6.53607339,78.10447979,39,Fantasy,4.944594433,1,Male,9,Yes,No,0
69,13.40400472,924.876326,Standard,Bank transfer,Yes,Movies,No,Mobile,15.24608629,17.14756437,36,Fantasy,4.948685746,2,Male,9,No,Yes,0
95,6.132663922,582.6030726,Basic,Credit card,No,TV Shows,No,Mobile,27.98104114,156.5826424,18,Action,4.481885071,5,Male,16,No,Yes,0
29,12.53032322,363.3793734,Basic,Credit card,Yes,Both,No,Mobile,38.1747445,98.87647648,35,Comedy,3.080392818,6,Male,20,Yes,No,0
71,17.32626296,1230.16467,Premium,Electronic check,Yes,TV Shows,No,Tablet,7.754729603,116.4451598,23,Drama,4.735176956,7,Female,24,No,No,0
46,14.62169751,672.5980853,Basic,Electronic check,No,Both,No,Mobile,14.24029659,5.652687641,21,Sci-Fi,3.357706293,8,Male,2,Yes,No,0
4,17.16767766,68.67071065,Basic,Bank transfer,No,Movies,Yes,Tablet,16.97727111,109.2794008,23,Comedy,4.010685032,9,Male,2,No,No,1
77,19.45809066,1498.272981,Basic,Credit card,No,Both,No,Tablet,30.19644903,144.9899366,28,Sci-Fi,4.165197085,7,Female,3,Yes,Yes,0
35,13.15957344,460.5850704,Premium,Mailed check,No,Both,No,Computer,34.46398715,36.1290593,36,Action,1.559064072,9,Female,17,No,No,0
14,7.91879609,110.8631453,Standard,Credit card,Yes,TV Shows,Yes,Computer,3.506545947,135.4252981,43,Fantasy,4.03958004,5,Female,4,Yes,No,0
99,10.53105224,1042.574172,Basic,Mailed check,No,TV Shows,Yes,Computer,5.416153904,37.12866757,3,Sci-Fi,3.29146939,4,Female,9,No,No,1
83,17.64090768,1464.195338,Standard,Bank transfer,Yes,Movies,No,TV,16.25720842,126.5562734,15,Drama,2.431424626,0,Female,9,Yes,No,0
48,18.19814903,873.5111536,Standard,Credit card,No,Movies,Yes,Mobile,6.867258458,150.7597484,43,Fantasy,3.667223967,6,Female,1,Yes,No,0
100,7.135296081,713.5296081,Premium,Electronic check,Yes,TV Shows,Yes,Mobile,28.788652,38.15160961,49,Action,4.685757906,5,Female,12,No,No,0
114,13.58277964,1548.436879,Standard,Mailed check,Yes,Movies,No,TV,2.976999491,63.99285906,15,Sci-Fi,1.550522677,0,Male,4,Yes,No,0
105,18.50611686,1943.14227,Basic,Credit card,No,TV Shows,No,Mobile,12.51787111,26.03626635,42,Sci-Fi,1.548240835,4,Male,10,No,No,0
68,10.92659623,743.0085433,Standard,Mailed check,Yes,Movies,Yes,Computer,17.86446365,149.1518408,30,Drama,3.293026082,9,Male,10,No,No,0
117,18.04274847,2111.001571,Standard,Electronic check,No,Both,No,Tablet,12.63109798,44.66021263,32,Comedy,4.405384345,8,Male,4,Yes,No,0
35,13.97703607,489.1962623,Basic,Bank transfer,Yes,Movies,No,Computer,5.890524302,70.37331127,17,Fantasy,1.705917989,2,Male,24,No,Yes,1
33,15.72610518,518.9614708,Standard,Credit card,No,Both,Yes,Tablet,17.65103814,48.73706817,14,Sci-Fi,2.333755479,9,Female,14,Yes,Yes,0
5,14.26150717,71.30753587,Premium,Electronic check,No,Both,Yes,Tablet,21.27555645,91.68990662,16,Sci-Fi,1.932426301,8,Female,12,No,No,0
105,5.983063337,628.2216504,Standard,Credit card,Yes,Both,No,Computer,15.92059537,163.758926,12,Sci-Fi,2.258181925,9,Female,6,Yes,No,0
31,15.14549431,469.5103235,Basic,Electronic check,Yes,Movies,Yes,Mobile,37.5531312,56.27881734,16,Comedy,3.626198129,6,Male,14,No,Yes,0
14,13.50376887,189.0527642,Basic,Mailed check,No,TV Shows,No,Computer,16.52098257,20.76254072,16,Comedy,2.752075705,9,Female,16,Yes,Yes,1
19,14.72277105,279.7326499,Premium,Electronic check,No,Both,Yes,Mobile,37.77351306,19.2587527,30,Action,3.391690544,9,Male,8,No,No,0
39,8.707322019,339.5855588,Premium,Bank transfer,No,Both,No,Mobile,35.08417659,126.5421418,7,Sci-Fi,3.388435356,8,Female,19,Yes,Yes,0
34,7.987517973,271.5756111,Basic,Mailed check,No,TV Shows,No,TV,20.56167619,9.923353695,32,Action,1.259428176,7,Female,4,No,No,0
