accountage,monthlycharges,totalcharges,subscriptiontype,paymentmethod,paperlessbilling,contenttype,multideviceaccess,deviceregistered,viewinghoursperweek,averageviewingduration,contentdownloadspermonth,genrepreference,userrating,supportticketspermonth,gender,watchlistsize,parentalcontrol,subtitlesenabled
47,17.709805,832.3608349,Premium,Credit card,No,Movies,Yes,Computer,24.16144389,166.1221181,16,Comedy,4.328617505,2,Female,1,No,Yes
81,13.04618803,1056.741231,Standard,Electronic check,Yes,Both,No,Computer,2.740636475,51.42775058,0,Fantasy,2.822106393,3,Female,8,Yes,Yes
101,17.56801545,1774.369561,Premium,Electronic check,No,Movies,No,Tablet,21.54832015,98.31099554,12,Action,4.553873951,6,Male,7,Yes,No
59,15.44183447,911.0682335,Basic,Electronic check,No,Movies,No,TV,24.33764822,147.1558147,6,Action,1.06478952,7,Male,11,Yes,No
44,5.485145586,241.3464058,Standard,Bank transfer,Yes,Movies,Yes,TV,29.40610391,176.9380422,38,Action,1.522632813,1,Male,12,No,Yes
105,12.99602532,1364.582658,Premium,Electronic check,Yes,Movies,No,Tablet,32.34679714,179.9530267,9,Drama,2.625200662,6,Male,18,Yes,Yes
89,16.7241124,1488.446004,Basic,Bank transfer,Yes,Both,Yes,Computer,13.60398396,55.34432026,6,Fantasy,4.638125256,8,Male,12,Yes,No
117,17.26406185,2019.895236,Standard,Mailed check,Yes,TV Shows,No,Tablet,20.46995833,145.4666817,22,Fantasy,2.008959697,8,Female,14,Yes,No
117,14.47753707,1693.871837,Premium,Bank transfer,Yes,TV Shows,Yes,Tablet,5.204018295,133.5831962,23,Action,2.142005877,3,Male,9,Yes,Yes
40,12.11749555,484.699822,Basic,Mailed check,Yes,TV Shows,Yes,TV,34.42187484,30.75388652,41,Action,4.640535922,3,Male,5,Yes,Yes
50,19.05366052,952.6830259,Premium,Bank transfer,No,Movies,Yes,Computer,29.58681615,174.3282952,4,Comedy,4.998572549,3,Female,22,No,Yes
33,10.92250883,360.4427913,Premium,Mailed check,No,TV Shows,No,Mobile,30.46929393,72.24706934,41,Drama,1.980279571,7,Male,18,Yes,No
52,11.35160173,590.2832898,Basic,Credit card,Yes,TV Shows,No,Mobile,31.58598159,174.7560511,1,Drama,1.172161787,9,Female,12,Yes,Yes
74,14.96318157,1107.275436,Basic,Bank transfer,Yes,TV Shows,No,Mobile,23.65775209,105.2261725,36,Drama,3.435955274,5,Female,18,Yes,Yes
111,8.751925411,971.4637206,Basic,Bank transfer,No,Both,Yes,TV,16.96313746,89.32981644,17,Action,2.6424582,6,Female,6,Yes,Yes
98,6.3832528,625.5587744,Premium,Credit card,Yes,TV Shows,Yes,TV,38.25885659,114.2054469,24,Sci-Fi,4.061431873,3,Male,6,No,Yes
65,13.59872642,883.9172174,Basic,Electronic check,Yes,TV Shows,No,Computer,18.20557081,156.9735654,13,Drama,1.521946363,4,Male,11,No,No
104,11.87464546,1234.963128,Basic,Mailed check,Yes,TV Shows,No,Tablet,31.53209162,65.58388031,8,Fantasy,2.019666804,5,Male,13,Yes,Yes
44,19.14562632,842.4075579,Standard,Credit card,No,Movies,Yes,Mobile,31.11865154,115.1248347,40,Sci-Fi,1.432897914,8,Male,19,Yes,No
63,14.52729731,915.2197304,Premium,Mailed check,No,TV Shows,No,Mobile,15.57943725,43.63422049,38,Action,3.741489293,8,Male,20,No,No
13,5.059797199,65.77736358,Premium,Credit card,No,TV Shows,No,TV,24.14346218,10.06727704,41,Fantasy,4.044921577,8,Female,24,Yes,No
89,16.05477836,1428.875274,Basic,Mailed check,No,Movies,Yes,TV,15.66203947,125.2584325,40,Action,2.141638177,6,Female,10,Yes,Yes
18,5.090781603,91.63406885,Standard,Electronic check,Yes,Movies,No,Tablet,35.96952086,159.4112475,8,Drama,2.487010715,8,Female,23,No,No
76,6.87068615,522.1721474,Standard,Bank transfer,No,Movies,Yes,Computer,33.10509745,129.094682,0,Drama,4.88600554,4,Male,3,Yes,No
65,6.400981234,416.0637802,Basic,Electronic check,No,Both,Yes,Tablet,18.40102359,6.946085866,8,Sci-Fi,2.711073037,4,Female,19,Yes,No
70,16.95365852,1186.756096,Premium,Credit card,No,Both,No,Mobile,16.5670328,62.16910083,36,Sci-Fi,1.800136702,8,Female,1,Yes,Yes
96,8.171703814,784.4835662,Premium,Mailed check,No,Movies,Yes,TV,24.89460655,8.516655402,16,Fantasy,3.212441456,7,Male,24,No,Yes
9,5.131451352,46.18306216,Premium,Bank transfer,Yes,Movies,Yes,Mobile,3.924689087,14.14922408,40,Fantasy,4.938722362,7,Male,19,Yes,No
69,11.70492195,807.6396144,Standard,Mailed check,Yes,TV Shows,No,Computer,39.44641063,172.0212161,0,Fantasy,3.998851424,3,Male,17,No,No
16,10.38016396,166.0826233,Standard,Mailed check,Yes,TV Shows,Yes,Tablet,10.22502208,123.5615524,43,Drama,2.668595486,3,Male,14,No,No
116,14.51157701,1683.342933,Premium,Credit card,No,Both,Yes,Computer,31.00765555,92.07559724,3,Sci-Fi,1.049686281,1,Female,11,No,No
45,8.928918705,401.8013417,Premium,Bank transfer,Yes,Both,No,Computer,29.16019719,171.9474468,18,Drama,2.513978921,2,Male,7,Yes,Yes
50,17.44584304,872.2921522,Standard,Bank transfer,Yes,Both,Yes,Mobile,8.683125215,88.47174479,34,Action,4.933443161,0,Female,11,Yes,No
71,11.34626905,805.5851028,Standard,Mailed check,No,Both,No,Mobile,4.756071097,155.7184733,26,Comedy,1.706592054,2,Male,17,Yes,No
89,7.39455617,658.1154992,Standard,Bank transfer,Yes,Movies,Yes,TV,22.40541573,14.04929673,15,Action,3.478663099,6,Female,17,Yes,No
111,5.244774735,582.1699956,Standard,Bank transfer,No,Both,No,TV,20.34399862,76.03262131,7,Fantasy,1.177254795,0,Female,5,No,No
75,18.24559808,1368.419856,Premium,Credit card,Yes,TV Shows,Yes,TV,38.34178354,15.77875606,38,Fantasy,3.014319155,9,Female,16,No,No
65,8.502544947,552.6654216,Basic,Electronic check,No,TV Shows,No,Mobile,8.318534205,17.97861888,49,Comedy,4.076918121,4,Female,11,No,Yes
51,7.413302285,378.0784165,Standard,Mailed check,Yes,TV Shows,Yes,Mobile,9.476637792,97.93077013,49,Sci-Fi,1.762215821,2,Female,8,No,No
16,8.608431452,137.7349032,Standard,Bank transfer,No,Movies,No,Mobile,34.567952,160.8108102,31,Sci-Fi,4.52140514,4,Female,16,Yes,Yes
49,5.666001203,277.634059,Standard,Credit card,Yes,Both,Yes,TV,27.96412439,110.7732696,49,Comedy,4.94445832,8,Male,2,No,No
108,10.45084553,1128.691318,Basic,Credit card,Yes,Both,No,TV,18.54305682,40.17574708,16,Drama,4.3706521,5,Male,22,Yes,Yes
73,12.26090294,895.0459149,Premium,Electronic check,No,Movies,No,TV,22.71530084,28.28326242,44,Sci-Fi,4.141595686,2,Female,22,No,Yes
105,15.1236755,1587.985927,Standard,Credit card,Yes,Movies,Yes,TV,26.71774741,117.8544318,46,Comedy,4.619453738,1,Female,10,Yes,Yes
105,19.53747126,2051.434483,Standard,Bank transfer,Yes,Movies,No,Mobile,9.006381514,162.0514541,27,Sci-Fi,1.962939795,2,Female,10,Yes,No
114,8.774113088,1000.248892,Premium,Mailed check,No,Movies,Yes,Tablet,24.60468942,8.311918302,38,Action,3.451397973,1,Female,1,Yes,Yes
39,6.528940114,254.6286645,Basic,Mailed check,Yes,TV Shows,No,Computer,39.78022822,135.0835079,34,Action,4.717915782,3,Male,21,Yes,Yes
74,19.75678624,1462.002182,Standard,Mailed check,No,TV Shows,Yes,Mobile,30.17066833,26.35810403,30,Action,2.603844582,9,Male,23,Yes,No
97,5.140787733,498.6564101,Standard,Mailed check,No,Both,Yes,Tablet,18.68648804,101.5737293,26,Action,4.658073075,3,Male,9,No,No
111,10.30931552,1144.334023,Premium,Bank transfer,Yes,Both,Yes,TV,6.398692541,101.4224811,35,Comedy,4.218521396,8,Female,14,Yes,No
67,6.491239083,434.9130186,Basic,Electronic check,No,Movies,No,Tablet,14.20870371,94.6839082,20,Drama,3.241628188,6,Female,3,Yes,No
5,13.12473722,65.6236861,Basic,Bank transfer,No,TV Shows,Yes,TV,33.30639745,118.2922599,18,Comedy,2.267184043,2,Female,3,Yes,Yes
41,12.46882079,511.2216523,Standard,Electronic check,Yes,TV Shows,Yes,Mobile,10.15140498,59.15948811,38,Sci-Fi,4.841279224,0,Female,19,No,No
37,19.42752295,718.8183491,Premium,Mailed check,Yes,Both,No,TV,15.4847562,38.28836242,28,Fantasy,1.660484985,0,Male,8,No,Yes
87,12.1104611,1053.610115,Premium,Electronic check,Yes,TV Shows,No,TV,25.30716396,78.81754886,37,Action,3.165031574,7,Male,11,No,Yes
113,6.346396182,717.1427685,Premium,Mailed check,No,Movies,No,Computer,37.19924785,29.70175289,39,Action,2.603879968,8,Female,1,Yes,Yes
76,5.990836058,455.3035404,Standard,Mailed check,No,Both,No,TV,39.70113933,11.82619458,43,Fantasy,3.975694051,1,Male,7,No,Yes
16,5.32725743,85.23611888,Basic,Credit card,No,Both,No,Mobile,10.13310542,46.69642218,35,Fantasy,4.353695595,5,Female,10,Yes,Yes
111,14.4906187,1608.458676,Standard,Bank transfer,Yes,Movies,Yes,Mobile,34.8610535,88.47337529,46,Action,3.588623597,5,Female,20,No,No
41,18.39707011,754.2798746,Basic,Mailed check,Yes,TV Shows,No,Tablet,31.1642147,61.71338504,10,Fantasy,3.925195362,6,Male,0,No,No
92,11.37343383,1046.355912,Basic,Electronic check,Yes,Both,Yes,Tablet,26.49547581,51.36891331,45,Comedy,4.270467709,5,Female,1,No,No
103,8.663865335,892.3781295,Premium,Electronic check,Yes,Both,Yes,Mobile,21.29440223,99.30634783,33,Sci-Fi,1.0274745,3,Female,3,Yes,No
94,6.16252563,579.2774092,Basic,Electronic check,Yes,Movies,No,Mobile,4.023763266,171.0506715,35,Sci-Fi,4.475935124,9,Male,16,Yes,Yes
2,17.37697815,34.7539563,Premium,Bank transfer,No,Movies,Yes,Mobile,19.05111359,89.90257929,39,Comedy,3.422230096,4,Male,10,No,No
115,9.629742901,1107.420434,Standard,Credit card,Yes,Both,Yes,TV,19.82875583,80.03666061,42,Drama,2.19390609,8,Female,7,No,Yes
91,14.8307917,1349.602045,Basic,Credit card,No,TV Shows,Yes,Tablet,29.39757394,109.7634624,27,Drama,2.443355804,6,Female,4,No,Yes
39,5.010491561,195.4091709,Standard,Mailed check,Yes,Movies,No,Tablet,28.62363819,30.5213797,34,Comedy,1.751000848,9,Male,23,No,Yes
88,10.6797262,939.815906,Standard,Bank transfer,No,TV Shows,No,Mobile,36.63851364,138.7177289,0,Fantasy,1.866348199,6,Female,4,Yes,No
74,5.146141717,380.8144871,Premium,Mailed check,No,Both,No,Mobile,29.2796625,115.7239718,36,Fantasy,4.893185858,0,Male,18,No,Yes
95,7.95724831,755.9385894,Standard,Bank transfer,Yes,Movies,No,Tablet,13.21299215,22.6123809,3,Fantasy,1.18700147,2,Female,18,No,Yes
113,16.31431644,1843.517758,Premium,Electronic check,No,TV Shows,No,TV,39.63168496,163.9034455,3,Fantasy,3.033521897,6,Female,10,No,Yes
18,10.56281133,190.130604,Premium,Bank transfer,No,TV Shows,Yes,TV,23.02052149,93.17205749,12,Comedy,4.923686524,0,Male,24,No,Yes
9,9.803624122,88.2326171,Premium,Electronic check,Yes,Both,Yes,Tablet,28.23246278,70.29262914,34,Action,2.268435271,7,Female,20,Yes,No
20,17.79838752,355.9677505,Standard,Mailed check,Yes,Both,Yes,Tablet,35.81897251,14.66895641,18,Fantasy,2.916456107,8,Female,10,Yes,No
88,17.03909523,1499.440381,Premium,Credit card,No,TV Shows,Yes,TV,1.998193567,137.5428484,33,Sci-Fi,3.564930914,9,Female,13,Yes,Yes
101,9.754238196,985.1780578,Premium,Electronic check,Yes,Movies,No,Tablet,38.35051119,113.581933,20,Fantasy,2.828822663,8,Female,24,Yes,No
32,11.93771834,382.0069869,Standard,Credit card,Yes,Movies,No,Tablet,25.70730838,131.9330195,18,Sci-Fi,4.457226673,2,Female,4,Yes,Yes
81,18.72907626,1517.055177,Basic,Mailed check,No,Both,No,Mobile,29.91125734,54.61510331,31,Fantasy,2.768364318,5,Female,9,Yes,No
48,5.444712404,261.3461954,Standard,Credit card,No,Both,Yes,Mobile,23.95038126,154.0635111,15,Drama,4.600214661,8,Female,13,Yes,No
35,9.812185291,343.4264852,Premium,Mailed check,No,TV Shows,Yes,Mobile,35.34244595,105.1808807,8,Drama,4.409917043,5,Female,24,Yes,Yes
109,12.96747533,1413.454811,Basic,Bank transfer,No,Both,No,Computer,23.74369783,158.0611462,5,Sci-Fi,3.35762576,0,Female,17,No,Yes
15,19.27805941,289.1708911,Standard,Bank transfer,No,Both,Yes,Computer,17.16692771,9.410815383,25,Comedy,3.388095009,0,Female,5,Yes,Yes
104,7.730182198,803.9389486,Basic,Bank transfer,Yes,Movies,No,Computer,16.53328106,59.28049896,32,Drama,2.418832931,3,Female,11,No,No
18,7.609475101,136.9705518,Premium,Electronic check,No,Movies,No,Computer,20.32453867,121.2495576,29,Comedy,4.846291728,9,Female,0,No,Yes
44,5.549419078,244.1744394,Premium,Mailed check,Yes,Movies,Yes,Computer,39.961745,54.45706765,30,Action,2.839518385,9,Female,1,Yes,Yes
27,7.545887585,203.7389648,Premium,Mailed check,Yes,Both,No,Computer,38.84538407,21.64343601,21,Drama,4.830630738,7,Male,18,No,Yes
52,19.81729312,1030.499242,Standard,Mailed check,Yes,TV Shows,No,Computer,8.739997856,55.04276808,20,Drama,1.749042453,1,Female,19,Yes,No
38,15.75311615,598.6184137,Premium,Electronic check,No,TV Shows,No,Computer,34.64109172,79.50383514,4,Action,1.874370356,9,Male,6,Yes,No
77,14.06315862,1082.863214,Premium,Electronic check,Yes,TV Shows,Yes,Mobile,3.209505838,65.05379893,5,Sci-Fi,4.208423731,6,Female,5,Yes,No
117,18.60959251,2177.322324,Basic,Electronic check,Yes,Both,Yes,Tablet,28.78595075,73.3198806,7,Sci-Fi,2.919120691,7,Female,4,Yes,No
50,11.47811762,573.905881,Standard,Credit card,Yes,TV Shows,Yes,Mobile,25.24180968,144.6308472,12,Action,2.126518591,4,Male,21,Yes,Yes
42,13.59206906,570.8669007,Standard,Mailed check,Yes,TV Shows,Yes,TV,5.252932644,71.83009414,23,Fantasy,1.610367328,8,Male,15,No,No
6,13.26346327,79.5807796,Basic,Credit card,No,Both,Yes,Mobile,13.28026136,25.55111727,8,Comedy,2.907775924,3,Male,9,No,No
3,14.32437271,42.97311813,Basic,Credit card,Yes,TV Shows,Yes,TV,38.36583402,40.07821657,49,Fantasy,3.378979925,1,Male,5,No,No
32,15.92415014,509.5728045,Premium,Credit card,No,Movies,Yes,Computer,35.37871467,26.23596146,15,Comedy,4.443093052,3,Female,8,No,No
97,13.15523317,1276.057617,Basic,Electronic check,No,TV Shows,No,Mobile,9.489376554,15.99165476,22,Action,2.912366252,4,Male,1,No,No
88,12.58518988,1107.49671,Premium,Bank transfer,No,Both,Yes,Tablet,13.39307409,73.19108998,14,Action,2.594470419,4,Female,7,Yes,No
48,12.06161814,578.9576705,Premium,Electronic check,No,Movies,No,Computer,18.12176395,95.12123813,4,Fantasy,4.973314158,3,Female,10,Yes,Yes
100,10.40369833,1040.369833,Basic,Credit card,No,Both,No,Mobile,1.650590325,5.475926575,44,Fantasy,4.141110154,0,Male,3,Yes,Yes
61,8.668274779,528.7647615,Standard,Mailed check,No,Movies,Yes,Computer,35.51954903,17.47607548,31,Comedy,4.103521647,4,Female,0,No,No
89,15.95467788,1419.966331,Standard,Credit card,Yes,TV Shows,No,TV,26.50317333,64.90246585,42,Comedy,3.174858839,6,Male,14,Yes,Yes
105,14.51985275,1524.584539,Standard,Electronic check,Yes,TV Shows,Yes,Mobile,18.73369924,54.59957052,11,Action,2.225095121,1,Female,16,No,No
38,13.24677217,503.3773426,Standard,Electronic check,No,Movies,Yes,Computer,4.059891395,146.1362598,23,Sci-Fi,4.440863399,9,Female,22,No,Yes
119,7.387402317,879.1008757,Standard,Mailed check,Yes,Both,No,Computer,9.818854561,114.153067,8,Sci-Fi,2.288159186,5,Female,1,No,Yes
90,11.1421294,1002.791646,Standard,Electronic check,No,TV Shows,Yes,TV,39.18519616,9.894608427,13,Sci-Fi,1.534896554,6,Female,1,Yes,No
49,19.81509958,970.9398796,Premium,Electronic check,Yes,TV Shows,No,Tablet,36.63890112,26.61075518,6,Action,3.731452888,6,Male,23,No,Yes
52,8.37837706,435.6756071,Standard,Bank transfer,No,TV Shows,No,Computer,21.8090068,94.60989536,24,Fantasy,2.227901787,1,Male,18,Yes,No
56,14.53299644,813.8478008,Basic,Electronic check,Yes,Movies,No,Mobile,35.13707153,38.47637014,9,Action,3.973137436,0,Male,5,No,Yes
71,10.03170136,712.2507967,Basic,Electronic check,No,TV Shows,No,Mobile,14.87835782,13.04953722,16,Sci-Fi,4.099238657,4,Male,17,Yes,Yes
119,6.853829415,815.6057003,Standard,Credit card,Yes,Both,No,Tablet,5.50182427,82.31616409,33,Sci-Fi,1.622360065,6,Female,7,No,No
44,10.93949833,481.3379265,Basic,Mailed check,Yes,TV Shows,Yes,Mobile,38.93294899,159.6339463,24,Fantasy,2.435258094,1,Female,24,No,Yes
48,14.74360388,707.6929864,Standard,Mailed check,Yes,TV Shows,No,Tablet,4.599630085,101.0382366,12,Action,1.119259357,9,Female,16,Yes,Yes
59,15.43206494,910.4918316,Basic,Credit card,Yes,Both,No,Mobile,30.16678122,139.522768,26,Sci-Fi,4.224919856,2,Male,1,Yes,No
57,10.2774431,585.8142567,Standard,Bank transfer,Yes,TV Shows,No,TV,17.34621513,137.3933238,47,Drama,4.084483222,8,Male,11,Yes,Yes
24,6.275659528,150.6158287,Standard,Bank transfer,No,TV Shows,No,TV,9.019135393,58.18963161,9,Drama,4.253136421,5,Male,6,Yes,No
108,12.7625039,1378.350421,Standard,Bank transfer,Yes,TV Shows,Yes,Mobile,9.981950723,120.9724601,48,Action,1.150721839,4,Male,14,No,No
82,10.06534426,825.3582295,Standard,Bank transfer,Yes,TV Shows,Yes,Tablet,21.83062338,36.73814468,10,Fantasy,3.174084841,5,Male,9,Yes,No
88,17.58760679,1547.709398,Standard,Mailed check,No,TV Shows,Yes,Mobile,20.21110912,68.67742033,30,Comedy,1.800434308,3,Female,7,No,Yes
109,12.44822814,1356.856867,Standard,Credit card,Yes,Movies,Yes,Tablet,12.0011055,95.45771238,29,Fantasy,3.116102758,3,Female,1,No,Yes
77,19.07758133,1468.973762,Standard,Credit card,Yes,Both,Yes,Computer,30.38088052,76.47709123,47,Fantasy,2.42795245,6,Male,22,Yes,No
103,18.97835924,1954.771002,Premium,Bank transfer,No,Both,No,Mobile,17.93667988,158.1938564,7,Fantasy,3.675101509,8,Male,17,No,Yes
41,6.555223691,268.7641713,Standard,Credit card,No,TV Shows,No,TV,10.64912687,114.5017525,18,Sci-Fi,2.870296253,7,Male,12,No,No
55,13.59020884,747.4614864,Standard,Credit card,Yes,TV Shows,No,Computer,32.59816087,35.15189336,17,Action,1.694449967,7,Female,0,Yes,No
27,14.58772943,393.8686946,Standard,Mailed check,Yes,Movies,Yes,Tablet,37.58379718,142.280722,31,Fantasy,2.306560004,3,Female,24,No,No
6,6.996016727,41.97610036,Basic,Bank transfer,Yes,TV Shows,No,Tablet,5.728571327,21.18577934,34,Sci-Fi,2.489287164,1,Male,24,No,No
13,7.862478495,102.2122204,Standard,Mailed check,No,TV Shows,No,Computer,25.96092232,85.15229634,27,Action,2.917514303,2,Female,22,No,No
87,13.12574405,1141.939733,Premium,Electronic check,Yes,Both,No,TV,17.08919952,15.3085053,1,Fantasy,2.087293627,3,Female,3,No,Yes
98,8.264874356,809.9576869,Basic,Mailed check,Yes,TV Shows,Yes,TV,12.29545614,87.78062366,45,Sci-Fi,4.861821675,1,Female,8,Yes,Yes
21,13.53051592,284.1408343,Premium,Mailed check,Yes,TV Shows,No,Mobile,15.82306455,67.78886794,21,Fantasy,4.087981588,6,Female,16,No,No
9,9.042403732,81.38163359,Standard,Bank transfer,Yes,TV Shows,Yes,TV,1.423935085,41.224849,20,Fantasy,4.458242193,3,Female,9,Yes,Yes
119,10.54070621,1254.344039,Premium,Bank transfer,Yes,Both,No,Tablet,10.31622984,86.60884455,12,Fantasy,4.017797412,5,Male,5,Yes,No
76,12.59962471,957.5714777,Standard,Electronic check,Yes,Movies,Yes,Mobile,30.98900316,39.85673146,5,Drama,1.550568252,0,Male,2,No,No
21,5.913993305,124.1938594,Basic,Credit card,Yes,Movies,No,Mobile,39.98133272,91.68291107,22,Fantasy,3.375440383,9,Male,20,No,Yes
73,7.187184306,524.6644543,Standard,Electronic check,No,Both,No,Tablet,13.2050503,99.73498063,12,Comedy,2.353261263,6,Female,22,No,Yes
100,16.90335254,1690.335254,Standard,Credit card,Yes,TV Shows,No,Tablet,33.54489925,119.3230313,24,Action,2.008585392,8,Female,8,Yes,Yes
52,11.87029065,617.2551137,Premium,Credit card,No,Movies,No,Computer,13.50966893,27.86256336,49,Comedy,3.401382558,4,Female,1,No,Yes
119,16.43690475,1955.991666,Basic,Credit card,No,TV Shows,Yes,Tablet,25.94718632,82.12051815,37,Drama,2.114400444,1,Male,15,No,Yes
37,5.541066855,205.0194736,Premium,Credit card,Yes,Movies,No,Tablet,37.01915662,64.04735964,8,Fantasy,1.37280698,5,Male,18,No,No
106,11.9496245,1266.660197,Basic,Mailed check,No,Both,Yes,Computer,8.923198319,42.39909538,29,Drama,1.197187889,9,Female,16,No,No
58,11.97925298,694.7966729,Premium,Electronic check,No,Both,Yes,Computer,39.93983037,38.01327583,27,Drama,4.774104811,8,Female,5,No,Yes
5,15.56712604,77.83563018,Standard,Mailed check,No,Both,Yes,Computer,8.711586037,90.3148635,44,Action,4.382972034,4,Male,17,No,Yes
27,14.95944836,403.9051057,Standard,Bank transfer,No,Movies,No,Computer,18.87673907,44.28755969,19,Fantasy,1.97364093,8,Female,6,Yes,No
5,7.416299069,37.08149534,Standard,Mailed check,No,Movies,Yes,Computer,13.51910406,107.9426033,36,Comedy,3.876759226,6,Male,9,No,No
81,12.20681087,988.7516803,Basic,Bank transfer,No,Movies,No,Mobile,10.14061361,71.6794714,41,Sci-Fi,4.7980498,3,Female,15,Yes,Yes
8,6.449380956,51.59504765,Standard,Credit card,Yes,Movies,No,Computer,3.741409575,26.19350861,44,Sci-Fi,2.346474817,5,Female,9,No,No
102,13.6674163,1394.076463,Standard,Credit card,No,Both,Yes,Computer,6.44117225,47.97112014,20,Action,3.541899673,2,Male,12,Yes,Yes
57,16.69103492,951.3889902,Basic,Mailed check,Yes,Movies,No,Tablet,30.44628363,105.8974055,2,Comedy,1.079029202,2,Female,18,No,No
104,12.50655369,1300.681583,Standard,Mailed check,Yes,Both,No,Tablet,6.019034979,11.87650508,34,Drama,1.981056529,4,Female,17,No,Yes
62,6.158672829,381.8377154,Premium,Electronic check,Yes,Movies,Yes,Computer,18.11539339,104.69738,27,Action,3.954132727,1,Male,7,Yes,Yes
55,14.84042463,816.2233548,Standard,Credit card,No,Both,Yes,TV,34.9848442,21.0420969,37,Fantasy,3.516152124,4,Male,20,No,No
87,10.65819855,927.2632735,Basic,Mailed check,Yes,Both,Yes,Computer,25.10708583,54.02155588,37,Comedy,1.727533703,1,Male,2,No,No
25,9.581121056,239.5280264,Basic,Bank transfer,No,Both,Yes,Tablet,21.88644517,172.758946,21,Action,4.057653855,5,Female,6,No,No
1,14.76725735,14.76725735,Basic,Electronic check,Yes,Both,Yes,Tablet,20.6836108,80.59956254,34,Fantasy,1.460958357,6,Female,21,Yes,Yes
47,18.60503576,874.4366806,Basic,Mailed check,No,TV Shows,No,Mobile,26.0382272,88.74115807,29,Action,2.42635915,3,Male,10,No,Yes
84,10.71885895,900.3841518,Basic,Electronic check,No,Movies,No,Tablet,31.8141872,71.18900293,1,Action,2.362328661,2,Female,4,Yes,Yes
49,7.721435149,378.3503223,Basic,Mailed check,Yes,Movies,No,Computer,31.51848602,83.36168567,7,Fantasy,2.477695219,7,Female,21,No,No
56,6.529352469,365.6437382,Standard,Bank transfer,Yes,TV Shows,Yes,TV,12.77577782,51.81038376,16,Action,4.412231594,4,Female,19,No,Yes
